customer_id,customer_first_name,customer_last_name,customer_revenue
495,Marilyn,Smith,1209.86
504,Cheryl,Livingston,529.9
508,Ronald,Medina,759.87
511,Doris,Smith,265.99
512,Mary,Harris,99.96
514,Mary,Johnson,444.96
517,John,Russell,345.94
534,Mary,Morris,824.79
537,Mary,Cochran,299.95
540,Mary,Tran,1459.8
603,Austin,Smith,539.94
615,Mary,Smith,1199.93
624,Mary,Ruiz,1569.8
626,Mary,Weeks,199.99
630,Jacob,Smith,399.98
634,Jack,Edwards,649.91
640,Jean,Smith,799.94
646,Tammy,Smith,659.98
650,Austin,Sexton,499.9
663,Mary,Smith,419.95
671,Anthony,Reyes,589.91
674,Jose,Reynolds,1012.8
676,Robert,Smith,1029.97
678,Cheryl,Massey,557.94
688,Kathy,Gross,1859.81
689,Mary,Smith,479.92
690,Michael,Banks,649.98
697,Harold,Pratt,1624.86
702,Cynthia,Smith,869.96
705,Timothy,Smith,765.92
738,Mary,Wood,24.99
740,Brandon,Smith,519.93
756,Robert,Smith,199.99
773,Dylan,Horton,699.96
778,John,Buckley,1089.86
791,Mary,Smith,1079.9
818,Mary,Kennedy,579.86
830,William,Herrera,1079.85
834,Mary,Stafford,399.9
843,Mary,Smith,669.92
848,Mary,Smith,481.93
859,Dorothy,Hawkins,959.85
862,Richard,Smith,689.96
864,Raymond,Kidd,129.99
875,Mary,Brady,742.82
876,Andrea,Smith,129.99
880,Mary,Guzman,1429.92
894,Mary,Sawyer,979.92
898,Cheryl,Smith,1429.84
900,George,Smith,1299.84
904,Elizabeth,Gonzales,649.97
908,Mary,Smith,819.9
909,Laura,Ford,539.91
917,Andrew,Glenn,229.97
955,Mary,Marks,279.94
963,Eugene,Smith,199.99
964,Mary,Frazier,979.91
965,Sean,Smith,339.89
983,Michael,Richmond,609.96
986,Catherine,Hawkins,2629.9
1000,James,Smith,379.96
1001,Jane,Thomas,379.89
1005,Maria,Peterson,699.96
1020,Mary,Vargas,303.96
1021,Hannah,Hensley,829.96
1035,Nancy,Blair,1259.85
1038,Christine,Briggs,599.97
1043,Mary,Smith,919.88
1044,Linda,Pope,599.97
1054,Barbara,Cooley,1199.92
1069,Mary,Daniel,749.94
1082,Angela,Contreras,909.95
1083,Mary,Herman,129.99
1085,Evelyn,Brady,589.86
1094,Sean,Smith,437.96
1118,Mary,Smith,669.96
1128,Mary,Chung,299.98
1131,Sharon,Henderson,693.93
1134,Mary,Smith,399.96
1140,Amber,Nguyen,199.99
1145,Mary,Smith,429.93
1147,Judy,Smith,149.94
1151,Mary,Griffith,829.92
1174,Douglas,Smith,179.97
1176,Julia,Smith,536.93
1182,Mary,Smith,449.93
1183,Philip,King,919.86
1190,Madison,Smith,609.94
1195,Danielle,Smith,399.98
1200,Rebecca,Parker,863.83
1207,Mary,Smith,103.95
1209,Mary,Webb,749.96
1210,Jeffrey,Gardner,859.94
1212,William,Spears,1039.9
1213,Jason,Smith,929.96
1225,Mary,Smith,469.95
1232,Betty,Smith,1479.87
1234,Steven,Bond,399.96
1238,Angela,Massey,939.94
1254,Mary,Barker,159.99
1259,John,Smith,250.0
1261,Victoria,Hancock,709.91
1264,Melissa,Smith,899.95
1271,Carolyn,Shea,779.89
1285,Ruth,Petersen,1139.91
1287,Mary,Davis,499.95
1288,Evelyn,Thompson,1199.9
1328,Denise,Smith,199.99
1331,Mary,Smith,179.94
1339,Melissa,Mack,199.99
1340,Mary,Smith,100.0
1341,Joseph,Brown,339.95
1343,Julia,Smith,599.94
1362,Dennis,Smith,879.84
1366,Mary,Haas,1039.94
1373,Mary,Smith,1219.88
1374,Patricia,Lin,1679.88
1375,Linda,Smith,1029.94
1391,Philip,Hart,379.99
1393,Ryan,Hodge,643.95
1400,Aaron,Davis,129.99
1405,Mary,Cowan,399.98
1415,Mary,Peterson,1179.92
1426,Mary,Conner,799.97
1431,Mary,Barrera,1159.94
1432,Nathan,Smith,989.89
1434,Denise,Smith,525.95
1448,Mary,Murray,250.0
1453,Deborah,Bauer,229.95
1464,Amber,Dixon,1489.86
1466,Stephen,Cole,129.99
1472,Mary,Smith,59.99
1479,Mary,Brennan,849.94
1485,Tiffany,Smith,599.97
1497,Judith,Richards,1199.87
1498,Peter,Bray,200.0
1499,Mary,Smith,624.91
1512,Mary,Rowe,849.95
1514,Christine,Taylor,429.97
1515,Crystal,Peters,1049.9
1518,Jessica,Smith,299.99
1521,Christopher,Smith,309.96
1524,Nathan,Walker,199.99
1525,Ralph,Washington,59.99
1528,Anthony,Smith,1399.87
1533,Linda,Kent,599.98
1534,Ronald,Smith,1459.91
1544,Brittany,Marquez,429.94
1546,Nicole,Carpenter,679.94
1566,Mary,Simon,100.0
1568,Mary,Larson,459.95
1571,Betty,Bishop,779.9
1580,Kelly,Simmons,519.96
1581,Mary,Smith,50.0
1583,Sean,Smith,153.98
1589,Matthew,Brennan,387.91
1591,Charles,Johnson,959.92
1593,Nicholas,Summers,1469.82
1597,Megan,Smith,379.99
1600,Mary,George,595.91
1605,Mary,Horne,399.98
1606,Brandon,Smith,199.98
1614,Christine,Haley,279.97
1618,Mary,Davidson,324.98
1627,Mary,Gonzales,574.88
1631,Mary,Sweeney,429.96
1632,Deborah,Smith,1249.95
1635,Catherine,Smith,899.9
1636,Julie,Petersen,199.99
1640,Mary,Smith,655.87
1644,Kimberly,Smith,349.99
1651,Stephanie,Smith,499.96
1653,Brian,Gates,419.96
1656,Mary,Smith,649.87
1660,Danielle,Price,379.97
1675,Mary,Moore,249.96
1677,Virginia,Robles,1129.94
1680,Mary,Santiago,129.99
1683,Christopher,Sloan,229.98
1695,Amanda,Marquez,929.95
1702,Mary,Smith,449.88
1704,Tammy,Sandoval,586.9
1707,Mary,Moore,499.98
1715,Mary,Henson,109.94
1735,Mary,Gill,359.97
1742,Emma,Ellis,539.94
1744,Anna,Bowers,200.0
1745,Mary,Smith,399.98
1757,Mary,Smith,49.98
1762,Nicholas,Smith,339.96
1764,Megan,Davila,509.96
1773,Joan,Carr,129.99
1775,Sharon,Hernandez,329.99
1779,Sarah,Smith,199.92
1780,Larry,Sharp,2689.65
1782,Robert,Smith,859.93
1795,Joe,Ramirez,59.99
1797,Carolyn,Smith,599.93
1799,John,Smith,799.94
1806,Roger,Smith,1229.93
1814,Mary,Skinner,1629.89
1818,Mary,Fuentes,315.97
1824,Julia,Tucker,1829.84
1825,Mary,Obrien,1145.92
1847,Mary,Smith,2589.87
1854,Lauren,Mcguire,239.96
1859,Charles,Smith,599.97
1860,Christopher,Osborn,299.98
1867,Cheryl,Smith,279.93
1877,Mary,Powers,399.98
1886,Mark,Smith,991.86
1906,Raymond,Smith,559.93
1907,Mary,Davis,1164.89
1909,Mary,Smith,779.81
1937,Mary,Werner,709.93
1946,Diane,Smith,250.0
1952,Ashley,Smith,229.99
1969,Ethan,Alexander,1119.91
1971,Richard,Stokes,699.93
1978,Mary,White,129.99
1982,Kathryn,Nolan,1289.79
1987,Brenda,Mccarthy,675.84
2010,Mary,Smith,1439.82
2011,Ashley,Stanton,749.91
2027,Jennifer,Mills,529.93
2035,Mary,Salas,50.0
2048,Mary,Wolf,129.99
2061,Mary,Russell,199.92
2065,Wayne,Smith,259.98
2067,Donald,Mcbride,199.98
2068,Donna,Smith,889.72
2070,Mary,Smith,429.97
2072,Mary,Fisher,999.94
2074,Mary,Gross,409.98
2087,Mary,Burton,1069.9
2107,Paul,Smith,1099.82
2109,Mary,Smith,129.99
2110,Cynthia,Myers,399.98
2113,David,Smith,344.92
2124,Matthew,Montgomery,99.96
2125,Mary,Smith,599.91
2129,William,Charles,129.99
2134,Mary,Gibbs,643.94
2144,Mary,Trevino,559.93
2149,Mary,Smith,789.98
2157,Danielle,Holt,449.98
2169,Betty,Ayala,849.94
2175,Mary,Smith,299.98
2183,Richard,Smith,481.95
2185,Mary,Mitchell,599.96
2203,Evelyn,Davenport,239.96
2204,Mary,Smith,1374.76
2211,Debra,Harvey,200.0
2222,Paul,Cook,279.95
2224,Ann,Mercado,1309.91
2228,Carolyn,Woods,599.88
2236,Jeffrey,Whitney,849.92
2244,Mary,Smith,239.96
2255,Cheryl,Kline,300.0
2256,Mary,Smith,999.92
2263,Mary,Smith,899.91
2265,Mary,Smith,909.92
2267,Rebecca,Tran,1079.84
2268,Mary,Smith,649.95
2278,Marie,Smith,829.96
2280,Mary,Smith,309.99
2291,Mary,Mcdonald,724.85
2301,Mary,Smith,1299.82
2303,Brittany,Smith,1679.9
2316,Heather,Smith,699.93
2317,Mary,Bridges,529.83
2321,Mary,Patel,179.97
2325,Mary,Johnson,459.91
2330,Sharon,Sellers,1099.91
2345,Mary,Smith,719.85
2346,Mary,Bishop,649.94
2359,Emily,Hubbard,19.98
2361,Mary,Richards,200.0
2382,Mary,Holloway,719.94
2387,Mary,Smith,439.95
2403,Christopher,Hall,299.98
2406,Mary,Adams,1199.85
2414,Lisa,Velasquez,639.9
2423,Dennis,Smith,997.92
2424,Mary,Fernandez,383.95
2429,Mary,Roberts,839.83
2432,Mary,Moyer,959.94
2434,Betty,Gordon,399.98
2439,Mary,Smith,1209.81
2441,Mary,Smith,377.96
2443,Mary,Gross,549.88
2444,Kenneth,Smith,1909.84
2446,Paul,Hamilton,1454.78
2456,Joan,Donaldson,609.94
2457,Carl,Mercer,499.98
2464,Teresa,Warner,399.93
2494,Mary,Griffin,449.95
2497,Wayne,Hardy,869.92
2498,Mary,Levine,379.97
2509,Grace,Smith,529.97
2525,Nancy,Smith,241.95
2528,Mary,Acevedo,379.99
2537,Mary,Smith,1899.9
2540,Patricia,Smith,429.99
2545,Larry,Patel,949.86
2546,Mary,Smith,799.96
2550,Christian,Castillo,1129.9
2553,Hannah,Ellison,1299.89
2555,Mary,Long,2954.63
2556,Samuel,Hammond,439.97
2558,George,Smith,199.99
2561,Angela,Smith,699.96
2562,Mary,Anderson,129.99
2569,Mary,Duncan,299.95
2572,Mary,Smith,239.94
2582,David,Franklin,599.93
2586,Mary,Little,229.93
2589,Nathan,Taylor,789.96
2591,Patricia,Smith,549.92
2597,Brandon,Smith,524.93
2602,Jacob,Smith,849.86
2605,Catherine,Smith,379.91
2618,Nicole,Jones,757.92
2634,Mary,Smith,409.94
2638,Mary,Hardy,179.99
2642,Mary,Gould,839.89
2655,Mary,Gates,769.9
2657,Brian,Roberson,319.96
2658,Sara,Cisneros,229.98
2660,Mary,Schwartz,739.94
2668,Mary,Davis,659.96
2669,Dorothy,Buck,539.9
2696,Ashley,Smith,449.94
2721,Matthew,Smith,579.96
2724,Dorothy,Smith,399.87
2743,Mary,Smith,969.95
2745,Mary,Escobar,299.97
2752,Mary,Hardin,853.87
2758,Kimberly,Perez,869.84
2763,Frances,Smith,854.87
2769,Mary,Hendricks,399.98
2771,Mary,Smith,799.96
2774,Sandra,Smith,954.87
2775,Mary,Hayes,1159.88
2786,Adam,Navarro,389.96
2787,Mary,Smith,639.9
2794,Patricia,Allen,1199.86
2799,Mary,Smith,349.98
2831,Mary,Padilla,1479.85
2837,Michael,Wilson,354.94
2861,Mary,Williamson,689.95
2863,Roger,Smith,829.96
2866,Jerry,Smith,639.94
2872,Mary,Ortiz,119.97
2876,Maria,Smith,989.87
2877,Mary,Ramirez,319.97
2880,Linda,Walters,789.84
2882,Mary,Decker,1059.86
2887,Elizabeth,Smith,859.81
2895,Dylan,Butler,459.89
2906,Mary,Smith,399.98
2908,Mary,Smith,799.96
2910,Timothy,Curtis,250.0
2913,Victoria,Sharp,699.84
2936,Edward,Myers,859.91
2945,Jacob,Smith,479.92
2956,William,Harris,399.98
2962,Amy,Smith,374.96
2963,Martha,Sullivan,499.95
2964,Eugene,Hamilton,799.87
2968,Julia,Scott,424.8
2985,Donald,Price,919.93
2994,Mary,Lawson,1279.78
2998,Denise,Smith,779.91
3010,Walter,Hamilton,419.94
3017,Frank,Thompson,909.86
3018,Mary,Smith,1349.92
3022,Jose,Smith,239.96
3031,Carol,Smith,699.96
3032,Mary,Wilson,929.93
3037,Christopher,Smith,319.97
3038,Mary,Schmidt,79.98
3052,Mary,Morales,129.98
3053,Jennifer,Harvey,249.97
3054,Gregory,Pope,324.95
3056,George,Middleton,789.9
3057,Mary,Smith,1127.89
3060,Mary,Smith,244.96
3066,Mary,Smith,594.91
3071,Mary,Meadows,1329.91
3074,Mary,Smith,129.99
3079,Charles,Diaz,869.9
3083,Timothy,Lee,489.95
3096,Stephanie,Larson,1579.93
3097,Douglas,Hanna,359.93
3099,Brittany,Copeland,599.95
3106,Samantha,Smith,639.96
3108,Mary,Smith,399.98
3121,Mary,Murphy,1009.89
3128,Karen,Turner,1389.8
3136,Mary,Sharp,1249.94
3147,Daniel,Diaz,299.98
3161,Barbara,Arias,654.82
3162,Wayne,Smith,429.96
3167,Janice,Ward,199.92
3168,Mary,Smith,1319.85
3171,Elizabeth,Moss,129.99
3179,Mary,Compton,819.84
3180,Raymond,Smith,229.97
3187,Mary,Clark,1469.89
3199,Ashley,Hernandez,459.98
3203,Mary,Bryan,129.99
3207,Stephen,Smith,219.94
3210,Richard,Welch,129.99
3219,Mary,French,849.91
3223,Thomas,White,1379.79
3236,Mary,Smith,119.97
3256,Michael,Smith,579.88
3257,Julia,Mcconnell,269.92
3265,Juan,Pena,749.88
3266,Mary,Salinas,593.87
3269,Margaret,Wade,199.92
3275,Steven,Williams,899.86
3277,Jennifer,Smith,79.98
3280,Kathleen,Smith,1259.89
3281,Teresa,Werner,699.96
3283,Charles,Ramos,119.98
3288,Stephanie,Smith,329.92
3289,Mary,Adkins,839.86
3294,Michael,Smith,129.99
3306,Mary,Woods,649.95
3308,Aaron,Smith,499.92
3309,Mary,Williams,934.96
3310,Robert,Porter,417.89
3314,Charles,Smith,869.94
3315,Andrew,Butler,429.97
3325,Danielle,Rios,829.92
3328,Mary,Cannon,989.89
3329,Joshua,Smith,649.84
3333,James,Massey,549.95
3341,Carol,Smith,279.99
3344,Mary,Park,659.96
3354,Russell,Flores,150.0
3365,William,Crawford,649.97
3371,David,Dixon,659.96
3373,Mary,Willis,949.92
3374,Christine,Smith,489.89
3375,Mary,Sanchez,499.87
3383,Jose,Casey,849.88
3391,Rebecca,Smith,1139.9
3412,Pamela,Smith,859.94
3413,Mary,Underwood,909.87
3421,Kathryn,Norris,999.88
3431,Mary,Berger,1049.97
3442,Mary,Henson,1009.82
3443,James,Smith,578.98
3452,Mary,Nelson,149.99
3453,Mary,Smith,835.88
3458,Henry,Smith,249.99
3465,Mary,Gardner,2929.74
3474,Jack,Hatfield,499.98
3477,Mary,Smith,629.94
3482,Mary,Horton,1529.92
3496,Brittany,Holmes,779.92
3497,Mary,Smith,399.98
3530,Mary,Smith,499.94
3538,Mary,Henry,749.94
3544,Danielle,Smith,658.97
3552,Kathleen,Smith,619.92
3554,Michael,Smith,14.99
3558,Mary,Smith,684.94
3570,Mary,Nelson,199.92
3571,Laura,Smith,399.98
3572,Mary,Bennett,607.93
3577,Michael,Martin,479.88
3585,Kimberly,Mullins,259.98
3587,Michelle,Potter,389.96
3593,Christina,Lewis,619.89
3603,Susan,Smith,804.82
3610,Jordan,Smith,1369.92
3622,Donald,Stanley,489.96
3625,Mary,Smith,119.97
3632,Albert,Flores,843.8
3635,Catherine,Flowers,529.97
3641,Thomas,Smith,199.99
3650,Wayne,Smith,439.96
3656,Willie,Smith,59.99
3678,Alice,Castro,379.96
3684,Patrick,Smith,1059.74
3689,Mary,Wallace,799.95
3699,Charles,Walker,809.93
3707,Mary,Smith,174.97
3710,Ashley,Smith,2739.82
3719,Mary,Ortiz,199.99
3735,Mary,Lewis,629.95
3740,Mary,Smith,1349.94
3745,Kimberly,Smith,1114.88
3750,Mary,Smith,879.91
3758,Scott,Smith,1694.93
3760,Christine,Burns,299.98
3763,Mary,Martinez,299.98
3764,Ethan,Smith,1307.86
3768,David,Zhang,849.94
3774,Mary,Smith,329.98
3786,Mary,Moody,199.95
3797,David,Gutierrez,699.83
3800,Shawn,Smith,1699.88
3801,Mary,Hendrix,1024.91
3803,Mary,Salazar,259.98
3810,Rose,Lamb,649.88
3820,Jessica,Carter,349.93
3822,Mary,Smith,499.94
3826,Patricia,Vincent,489.96
3828,Janice,Carpenter,759.83
3830,William,Smith,199.99
3835,Mary,Smith,1163.81
3837,Mary,Smith,209.97
3838,Joseph,Jackson,199.99
3856,Mary,Long,579.92
3865,Jessica,Hunter,689.94
3872,Lisa,Smith,1023.84
3877,John,Mcclure,769.88
3879,Melissa,Davis,1149.94
3883,Marie,Gomez,359.96
3888,Scott,Robles,389.95
3891,Mary,Bowman,179.99
3895,Mary,Contreras,859.89
3911,Margaret,Melton,299.98
3914,Mary,Acosta,99.96
3925,Mary,Hicks,529.86
3930,Mary,Smith,249.9
3932,Evelyn,Smith,250.0
3935,Harold,Hayes,779.87
3938,Mary,Smith,679.94
3941,James,Harrell,949.95
3943,Mary,Butler,1959.72
3944,James,Smith,479.95
3950,John,Duffy,129.99
3951,Michael,Smith,859.9
3961,Brian,Riddle,829.95
3965,Mary,Douglas,1149.86
3971,John,Smith,499.87
3980,Frances,Smith,879.94
3986,Mary,Smith,999.92
3987,Alice,Allen,259.96
3993,Mary,Crawford,839.9
3994,Susan,Smith,119.97
4003,Joseph,Harper,99.99
4005,Virginia,Dyer,423.94
4008,Diana,Smith,949.79
4009,Mary,Ayers,349.98
4016,Mary,Smith,979.85
4020,Angela,Smith,179.97
4025,Janet,Schmidt,889.83
4026,Mary,Smith,879.89
4031,Mary,Wall,199.95
4038,Mary,Smith,129.99
4040,Harold,Hart,50.0
4044,Stephen,Smith,599.97
4045,Mary,Neal,1299.93
4048,Mary,Smith,799.96
4066,Diana,Cordova,1067.8
4084,Brenda,Cook,1049.87
4094,Judith,Smith,814.91
4105,Mary,Smith,599.83
4109,Scott,Shaffer,579.91
4114,Mary,Schultz,219.96
4125,Mary,Smith,1089.93
4126,John,Stokes,199.99
4138,Mary,Smith,649.86
4142,Matthew,Roth,259.98
4151,Mary,Smith,344.95
4164,Mary,Smith,883.93
4177,Linda,Smith,299.98
4185,Mary,Hendricks,129.99
4187,Jesse,Mack,579.81
4189,Heather,Johnson,549.95
4190,Mary,Martinez,549.93
4202,Kimberly,Griffin,649.89
4203,Eric,Nolan,819.93
4212,Robert,Mendez,1309.89
4225,Amy,Wright,829.88
4226,Katherine,Smith,1013.88
4227,Mary,Barnes,1209.88
4234,Dorothy,Spencer,729.94
4236,Sandra,Monroe,899.93
4238,Bryan,Griffin,509.95
4239,Mary,Smith,499.9
4240,Kenneth,Collins,100.0
4242,Benjamin,Arroyo,599.9
4249,Mary,Butler,499.94
4255,Brittany,Smith,39.99
4256,Mary,Tate,549.94
4263,Paul,Atkins,629.94
4268,Ruth,Deleon,449.97
4271,Andrea,Alexander,399.98
4276,Jacqueline,Page,129.99
4277,Mary,Juarez,1239.84
4290,Lori,Davis,1244.83
4296,Edward,Sanchez,259.98
4297,Mary,Torres,327.94
4298,Walter,Reyes,709.93
4302,Nicole,Downs,1079.89
4306,Janice,Griffin,199.99
4308,William,Smith,419.95
4318,Mary,Fletcher,945.78
4330,Robert,Cantrell,1209.88
4340,Stephen,Beck,389.97
4344,Justin,Smith,431.9
4346,James,Smith,209.97
4347,Angela,Merritt,1214.91
4350,Mary,Turner,1079.92
4352,Henry,Smith,324.95
4353,Mary,Sutton,659.96
4357,Mary,Smith,319.93
4380,Mary,Lopez,1119.88
4388,Richard,Moore,149.94
4391,Harry,Smith,929.91
4397,Diana,Wright,759.93
4399,Richard,Smith,559.96
4406,Mary,Smith,1289.81
4408,Anna,Smith,299.98
4412,Mary,Ellison,619.92
4413,James,Smith,399.98
4426,Mary,Smith,849.88
4431,Mary,Johnson,729.88
4433,Michelle,Smith,1039.89
4435,George,Cross,429.97
4436,Janice,Smith,1819.87
4452,Joyce,Lopez,389.97
4457,Roger,Smith,399.96
4473,Christine,Jordan,1069.87
4481,Mary,James,849.93
4484,Gloria,Smith,1139.92
4497,Shirley,Smith,599.93
4498,Mary,Brown,149.94
4532,Alice,Smith,589.94
4538,Matthew,Smith,709.93
4567,Rose,Smith,859.95
4596,Mary,Burns,699.96
4598,Gloria,Castro,879.93
4604,Mary,Pearson,549.98
4605,Andrew,Horne,899.95
4618,Andrea,Smith,2429.82
4621,Doris,Smith,1329.94
4625,Mary,Smith,199.92
4632,Brandon,Baldwin,299.97
4633,Mary,Smith,479.92
4636,Karen,Smith,1099.86
4639,Kevin,Smith,899.86
4642,Mary,Nunez,239.97
4658,Sarah,Gallegos,339.98
4667,Cheryl,Gonzalez,1579.81
4673,Wayne,Hodges,629.95
4678,Mary,Jones,769.96
4688,Mary,Lam,929.88
4702,Mary,Smith,199.99
4703,Shirley,Lewis,529.96
4707,Victoria,Smith,499.98
4711,Ryan,Smith,799.91
4713,Jack,Smith,349.99
4719,Mary,Mcintosh,594.95
4747,Janice,Thomas,219.98
4749,Michelle,Terry,939.85
4754,Mary,Santana,899.88
4756,Mary,Stanley,729.95
4772,Robert,Gonzalez,869.94
4778,Amy,Campbell,683.9
4794,Julia,Mosley,829.95
4795,Mary,Smith,609.88
4796,Kelly,Mcbride,929.89
4798,Mary,Smith,1379.91
4806,Mary,Smith,395.95
4807,Raymond,Rodgers,1479.84
4813,Mary,Smith,979.92
4832,Raymond,Navarro,794.91
4841,John,Warner,599.9
4849,Teresa,Baxter,1429.79
4863,Elizabeth,Smith,514.93
4870,Pamela,Walker,50.0
4874,Mary,Taylor,229.95
4875,Edward,Peters,719.86
4885,Kenneth,Smith,729.88
4891,Richard,Smith,149.94
4893,William,Smith,1454.91
4905,Mary,Hunter,129.99
4907,Amanda,Lopez,379.99
4914,Mary,Curtis,779.97
4917,Lauren,Campbell,229.95
4921,Mary,Smith,153.93
4924,Mary,Castillo,691.94
4925,Julia,Zavala,509.94
4932,Gerald,Burton,1029.9
4936,Kyle,Smith,849.85
4937,Mary,Rogers,629.95
4947,Mary,Hobbs,179.94
4949,Mary,Simmons,639.88
4952,Elizabeth,Smith,89.99
4969,Mary,Smith,1639.84
4971,Mary,Hogan,489.85
4974,Mary,Smith,899.95
4987,Mary,Smith,1769.78
4992,Grace,Smith,894.89
4997,Roy,Todd,449.96
5000,Mary,Cannon,554.94
5001,Ann,Waller,664.92
5003,Mary,Alexander,419.96
5009,Aaron,Smith,279.93
5016,James,Rangel,349.96
5019,Mary,Smith,819.81
5026,Christian,Smith,129.99
5031,Mary,George,129.99
5035,Mary,Drake,599.94
5039,Christopher,Perez,250.0
5050,Susan,Nicholson,949.91
5053,Mary,Smith,429.96
5057,Angela,Lee,659.89
5065,Donald,Smith,199.99
5068,Anna,Smith,1549.9
5073,Mary,Frazier,499.94
5078,Frances,Sparks,579.93
5084,Edward,Smith,363.96
5090,Margaret,Brandt,329.97
5102,Heather,Smith,649.95
5112,Mary,Smith,1269.88
5113,Judith,Osborne,1259.9
5121,Shawn,Holmes,849.97
5124,Amber,Smith,919.91
5148,Grace,Smith,200.0
5165,Mary,Smith,549.97
5169,Tiffany,Berger,887.9
5186,Jason,Robinson,824.93
5187,Mary,Smith,359.94
5189,Frank,Elliott,439.98
5190,Mary,Smith,99.96
5192,Susan,Smith,1269.92
5198,Mary,Smith,539.93
5200,Jennifer,Little,1969.75
5204,Andrew,Smith,2149.85
5212,Mary,Smith,809.85
5217,David,Smith,1049.86
5232,Zachary,Gonzales,259.93
5234,Shirley,Humphrey,619.92
5235,Mary,Smith,129.99
5237,Mary,Gilbert,424.95
5268,Stephen,Blair,199.95
5270,Andrea,Johnson,569.89
5279,Kathryn,Smith,647.89
5289,Jacob,Russo,1329.83
5291,Carolyn,Johnson,659.97
5294,Nicholas,Smith,249.9
5299,Mary,Randall,959.95
5311,Mary,Smith,427.96
5320,Mary,Garza,90.0
5321,Robert,Rowe,1069.88
5322,Christine,Smith,279.96
5325,Diana,Smith,195.93
5332,Mary,Smith,319.89
5350,Timothy,Solomon,1279.9
5365,Mary,Smith,849.83
5378,Mary,Frye,699.94
5382,Mary,Smith,250.0
5383,Mary,Frye,99.96
5388,David,Ashley,329.98
5395,Mary,Bell,979.86
5396,Cheryl,Smith,359.98
5401,Amber,Smith,299.98
5413,Mary,Smith,1549.9
5414,Helen,Christensen,699.94
5424,Mary,Howard,259.91
5431,Judith,Peck,679.86
5433,Mary,Flores,419.94
5441,Sharon,Smith,449.89
5446,Mary,Smith,1159.88
5449,Mary,Smith,199.99
5458,Harold,Smith,219.95
5472,Joyce,Vance,399.98
5473,Randy,Smith,229.98
5476,Lauren,Phillips,149.94
5480,Matthew,Jones,1329.86
5481,Mary,Hall,989.9
5485,Kathy,Bishop,39.99
5514,Linda,Collins,200.0
5532,Mary,Smith,699.96
5548,Michael,Crawford,549.98
5552,Mary,Smith,349.92
5560,Mary,Rodriguez,1339.82
5562,Mary,Smith,719.97
